CodicePratica;DenominazioneSito;Indirizzo;X_gb;Y_gb;MUNICIPIO;ID_NIL;NIL;Y_wgs84;X_wgs84;Location
151469979;Area ex insediamento artigianale;Via Baldinucci, 87;1513118;5038808;9;77;BOVISA;45.50183027;9.16790909;(45.50183027, 9.16790909)
151469749;Bonifica area di proprietà DEFI' s.r.l.;Via Ponte Vetero, 16/18;1514542;5035175;1;2;BRERA;45.46909945;9.18602587;(45.46909945, 9.18602587)
151469195;Area ex Fonderie Tommasini;Via Soffredini, 31;1517508;5040311;2;16;GORLA - PRECOTTO;45.51526139;9.22414166;(45.51526139, 9.22414166)
1514610024;Area rotonda strada di collegamento Zara -Expo lotto 1/a;Via Stephenson;1509757;5039878;8;75;STEPHENSON;45.5115189;9.12491261;(45.5115189, 9.12491261)
1514610199;Bonifica area condominio;Via Negrotto, 31;1511510;5038973;8;71;VILLAPIZZONE - CAGNOLA - BOLDINASCO;45.50334493;9.14732793;(45.50334493, 9.14732793)
151469309;Estrazione serbatoi interrati area propr. Soc. F.lli Leva S.p.a.;Via Carnevali, 48;1513467;5038921;9;79;DERGANO;45.50284377;9.17237086;(45.50284377, 9.17237086)
151469224;Consorzio Cooperativo Ca' Granda Scrl (ex Boninella);Via Caianello, 6/10/12;1513611;5038634;9;79;DERGANO;45.50025267;9.17420841;(45.50025267, 9.17420841)
1514610275;BONIFICA AREA PROPRIETA' ASSOCIAZIONE MERKOS L'INYONEI CHINUC, FOGLIO 431, MAPPALI 75,76,78 E 79;Via Malachia Marchesi de Taddei;1511762;5034302;7;51;PORTA MAGENTA;45.46129148;9.150443;(45.46129148, 9.150443)
151469519;Area SINV S.p.a.;Via Morimondo, 17;1511925;5032452;6;45;MONCUCCO - SAN CRISTOFORO;45.4446406;9.15248071;(45.4446406, 9.15248071)
1514610430;A2A Calore & Servizi - Stazione di Scambio;Via Sordello Luigi, 10;1519046;5031928;4;30;TALIEDO - MORSENCHIO - Q.RE FORLANINI;45.4397651;9.24351316;(45.4397651, 9.24351316)
151469816;Area P.I.I. Affori - Milano - Area Comunale;Via Novate;1512551;5042032;9;82;COMASINA;45.53085756;9.16072476;(45.53085756, 9.16072476)
1514610091;Bonifica area Via Quadrio;Via Quadrio, 9;1514457;5036719;9;9;PORTA GARIBALDI - PORTA NUOVA;45.48300338;9.18498251;(45.48300338, 9.18498251)
151469901;Area di Via Metauro;Via Metauro, 9/11;1511691;5033192;6;49;GIAMBELLINO;45.4513045;9.14950682;(45.4513045, 9.14950682)
151469028;Sversamento di gasolio su manto stradale del 21/10/99;Via Giardengo, 130/16;1513036;5042433;9;83;BRUZZANO;45.53445557;9.16695496;(45.53445557, 9.16695496)
151469347;PV IP n. 2064;Viale Arbe;1515698;5038837;2;12;MACIACHINI - MAGGIOLINA;45.50203354;9.20092851;(45.50203354, 9.20092851)
151469930;Area U52;Via Bernardino da Novate;1513000;5041308;9;82;COMASINA;45.52433598;9.1664593;(45.52433598, 9.1664593)
151469878;Area di proprietà Tibaldi 28 srl;Via Tibaldi, 28;1514131;5032204;5;43;TIBALDI;45.44236757;9.18068414;(45.44236757, 9.18068414)
151469841;Area Autostar Immobiliare Spa ex Mercedes Benz;Via Ghisallo, 20;1510139;5038157;8;72;MAGGIORE - MUSOCCO - CERTOSA;45.4960221;9.12976199;(45.4960221, 9.12976199)
151469073;Area Ex Sanami;Via Pellegrino Rossi, 8/10;1513994;5039366;9;80;AFFORI;45.50683194;9.17913224;(45.50683194, 9.17913224)
151469255;Ex P.V. Q8;Piazzale Lavater;1516456;5035975;3;21;BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE;45.47625648;9.21052809;(45.47625648, 9.21052809)
151469467;PV Total Italia Spa n. 2626;Piazza Amati, 1;1509964;5035099;7;52;BANDE NERE;45.46850143;9.12745849;(45.46850143, 9.12745849)
151469517;PII Garibaldi Repubblica - Unità di Intervento U1 a destinazione commerciale - ex art. 13 - Podio;N/D;1514889;5036712;9;9;PORTA GARIBALDI - PORTA NUOVA;45.48292403;9.19051139;(45.48292403, 9.19051139)
151469087;PV API MILANO;Via Legioni Romane, 9;1510562;5034147;6;52;BANDE NERE;45.45992092;9.13508261;(45.45992092, 9.13508261)
1514610005;Bonifica immobile V.le Boezio, in prossimità dell'ex quartiere Fiera Milano;Viale Severino Boezio, 20;1512588;5036254;8;68;PAGANO;45.47885537;9.16106102;(45.47885537, 9.16106102)
151469794;Bonifica area di proprietà Ediltecnica s.r.l.;Via Vespri Siciliani, 29;1511658;5033168;6;49;GIAMBELLINO;45.4510889;9.149085;(45.4510889, 9.149085)
151469991;Area di proprietà Soc. SPEIS Srl;Via Tito Vignoli , 5;1511643;5032953;6;49;GIAMBELLINO;45.44915163;9.14889199;(45.44915163, 9.14889199)
151469500;PV Q8 n. 1058;Via Sassetti angolo Via Restelli;1515207;5037033;9;9;PORTA GARIBALDI - PORTA NUOVA;45.48581158;9.19458715;(45.48581158, 9.19458715)
1514610121;Bonifica area ex Cava Tre Castelli - Linea 4 Metropolitana di Milano;N/D;1510484;5031622;6;48;RONCHETTO SUL NAVIGLIO - Q.RE LODOVICO IL MORO;45.43719517;9.13403897;(45.43719517, 9.13403897)
151469219;Bonifica condominio Astico;Via Astico, 12/14;1518340;5039115;2;16;GORLA - PRECOTTO;45.50447744;9.23475075;(45.50447744, 9.23475075)
151469136;Area ex Ducoil;Via Calabiana, 10;1516308;5032206;5;36;SCALO ROMANA;45.44233744;9.20851102;(45.44233744, 9.20851102)
151469615;Bonifica area Tiro a volo Macconago;N/D;1514609;5034696;1;1;DUOMO;45.46478419;9.18686313;(45.46478419, 9.18686313)
151469677;Area di Proprietà Immobiliare Artigiana Desenzano;Via Desenzano , 18;1511006;5034275;7;52;BANDE NERE;45.46106617;9.14076803;(45.46106617, 9.14076803)
151469351;Area CCM proprietà Naviglio Srl;Via Chiesa Rossa, 261;1512759;5028889;5;41;GRATOSOGLIO - Q.RE MISSAGLIA - Q.RE TERRAZZE;45.41255671;9.1630471;(45.41255671, 9.1630471)
151469849;Ex Officina Meccanica (ora di proprietà Idea Srl);Via G. Orsini, 11;1510544;5034329;6;52;BANDE NERE;45.46155711;9.13485933;(45.46155711, 9.13485933)
1514610120;Bonifica area ex Sieroterapico;Via Segantini/V.le Liguria;1513334;5032463;6;44;PORTA TICINESE - CONCHETTA;45.44471181;9.17049397;(45.44471181, 9.17049397)
1514610340;Bonifica area Via Verro 43/C;Via VERRO, 43/C;1515165;5031693;5;37;MORIVIONE;45.43774508;9.19388738;(45.43774508, 9.19388738)
1514610008;Area ex Eleplast snc;Via Verrazzano, 30;1519192;5039174;2;19;PADOVA - TURRO - CRESCENZAGO;45.50498379;9.24565767;(45.50498379, 9.24565767)
151469473;Ex IBM;Via Tolmezzo, 15;1518485;5037614;3;18;CIMIANO - ROTTOLE - Q.RE FELTRE;45.49095821;9.23655501;(45.49095821, 9.23655501)
151469041;PRU Palizzi-area ex EDMEA;Via Palizzi;1511374;5039580;8;76;QUARTO OGGIARO - VIALBA - MUSOCCO;45.50881178;9.14560396;(45.50881178, 9.14560396)
1514610204;Bonifica area Via Giulio Carcano;Via Giulio Carcano, 26;1514189;5031766;5;43;TIBALDI;45.43842475;9.18140499;(45.43842475, 9.18140499)
151469526;Ex PV Total n. 2693;Via Vittorini, 11;1520603;5032391;4;31;MONLUE' - PONTE LAMBRO;45.4438905;9.26343852;(45.4438905, 9.26343852)
151469997;P.V. Agip n. 2374;Piazzale Brescia , 10;1511277;5035297;7;57;SAN SIRO;45.47026377;9.14426448;(45.47026377, 9.14426448)
151469012;PRU Palizzi - area ex Ligresti;Via Castellammare;1511175;5039662;8;76;QUARTO OGGIARO - VIALBA - MUSOCCO;45.5095474;9.143057;(45.5095474, 9.143057)
1514610309;Area Alzaia Naviglio Grande, 152 (foglio 514 mappale 243);Via Alzaia Naviglio Grande, 152;1511830;5032693;6;45;MONCUCCO - SAN CRISTOFORO;45.44681084;9.15127403;(45.44681084, 9.15127403)
151460099;Farmitalia Carlo Erba;Via Imbonati, 24;1514390;5038691;9;79;DERGANO;45.50075236;9.18418156;(45.50075236, 9.18418156)
151469096;A.G.O. Srl (Area ex Oleoblitz);Via Murat, 84;1514897;5038939;9;12;MACIACHINI - MAGGIOLINA;45.50297687;9.19067522;(45.50297687, 9.19067522)
151469626;Bonifica area complesso demaniale;Via Salis, 4;1513778;5039940;9;80;AFFORI;45.51200973;9.17637941;(45.51200973, 9.17637941)
151469798;Area PII Garibaldi Repubblica - Opere di Viabilità definitive - Via di accesso al Podio;Via di Accesso al Podio;1514960;5036746;9;9;PORTA GARIBALDI - PORTA NUOVA;45.4832357;9.19141316;(45.4832357, 9.19141316)
151469783;Bonifica area di proprietà Immobiliare Garibaldi s.r.l.;Corso Garibaldi, 115;1514508;5036228;1;2;BRERA;45.47858366;9.18561818;(45.47858366, 9.18561818)
151469587;Bonifica P.V. Agip n. 2373;Via Forze Armate;1507773;5034085;7;56;FORZE ARMATE;45.4594028;9.09941046;(45.4594028, 9.09941046)
151469656;PV Esso n. 0302 - 105188;Via Testi, 200;1516190;5040374;9;15;BICOCCA;45.51586062;9.20728123;(45.51586062, 9.20728123)
151460191;Ansaldo;Viale Sarca, 336;1516971;5041060;9;15;BICOCCA;45.5220201;9.21730154;(45.5220201, 9.21730154)
151469834;Area Cascina Palma;Via Rogoredo, 16;1518850;5030984;4;32;TRIULZO SUPERIORE;45.43127853;9.24096601;(45.43127853, 9.24096601)
151469036;Prisma s.r.l.;Via Frosinone, 4;1506420;5034375;7;55;BAGGIO - Q.RE DEGLI OLMI - Q.RE VALSESIA;45.46201959;9.08212024;(45.46201959, 9.08212024)
151469376;Area (ex Alserio Cart)Via Alserio (bonifica punto T6)Art.13;Via Alserio, 3/6;1514463;5037578;9;11;ISOLA;45.49072825;9.18507751;(45.49072825, 9.18507751)
151469662;Area di Proprietà First Atlantic Re Sgr Spa;Via Arconati, 1;1517086;5033905;4;28;UMBRIA - MOLISE - CALVAIRATE;45.45761428;9.21852121;(45.45761428, 9.21852121)
151460047;Laboratori Riuniti tre Marie (Ex-Neobit);Via San Faustino, 46;1519011;5035703;3;23;LAMBRATE - ORTICA;45.47375057;9.24320968;(45.47375057, 9.24320968)
151469312;Impresa Edile Metron Spa;Viale Sondrio, Via M. Gioia;1515650;5037445;2;11;ISOLA;45.48951148;9.2002744;(45.48951148, 9.2002744)
1514610235;BONIFICA AREA CONDOMINIO VIA SIUSI;Via Siusi 16 angolo Via Sangro;1518353;5037816;3;18;CIMIANO - ROTTOLE - Q.RE FELTRE;45.4927796;9.23486587;(45.4927796, 9.23486587)
151469516;PII Garibaldi Repubblica - Unità di Intervento U1 a destinazione residenziale;N/D;1514720;5036606;9;9;PORTA GARIBALDI - PORTA NUOVA;45.48197569;9.1883489;(45.48197569, 9.1883489)
151469702;Ex area artigianale;Via Varesina, 60;1511455;5038234;8;71;VILLAPIZZONE - CAGNOLA - BOLDINASCO;45.49669655;9.14660574;(45.49669655, 9.14660574)
151469788;Bonifica area di proprietà COGEFI S.p.A.;Via Metauro, 6;1511755;5033155;6;49;GIAMBELLINO;45.45097556;9.15032544;(45.45097556, 9.15032544)
151469877;PV Esso Italiana Srl n. 2136 PBL 106218;Via Arzaga , 20;1510589;5033666;6;52;BANDE NERE;45.45558709;9.13542077;(45.45558709, 9.13542077)
151469520;Ex P.V. TOTAL n. 2693;Via Broni, 5;1516020;5031390;5;38;VIGENTINO - Q.RE FATIMA;45.43500009;9.20480726;(45.43500009, 9.20480726)
1514610003;Bonifica P.V. Shell 49.304;Piazza Francesco Durante;1517480;5037346;3;20;LORETO - CASORETTO - NOLO;45.4885716;9.22368839;(45.4885716, 9.22368839)
151469163;Condominio;Via Magenta, 65;1513409;5034691;1;7;MAGENTA - S. VITTORE;45.4647689;9.17151736;(45.4647689, 9.17151736)
151469141;Accordo Procedimentale Alta Capacità;N/D;1514609;5034696;1;1;DUOMO;45.46478419;9.18686313;(45.46478419, 9.18686313)
151469222;Autoservizi Voulaz;Via Stefanardo da Vimercate, 5/7;1517630;5039262;2;16;GORLA - PRECOTTO;45.50581847;9.22566787;(45.50581847, 9.22566787)
151469532;Area Immobile Via Osoppo;Via Osoppo, 7;1511293;5035090;7;57;SAN SIRO;45.46839761;9.14446558;(45.46839761, 9.14446558)
1514610192;Area iniziativa immobiliare Ciro Menotti Srl (mappali 409, sub. 6, 409, 410 e 411 foglio 355);Via Ciro Menotti, 14;1516742;5035227;3;21;BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE;45.46951918;9.21416406;(45.46951918, 9.21416406)
151469332;Rimozione serbatoio interrato presso l'area della Soc. Parfa Srl;Via Don Giovanni Verità, 10;1513034;5038922;9;77;BOVISA;45.50285482;9.16683536;(45.50285482, 9.16683536)
151469872;Bonifica rimozione terreno c/o Condominio;Via Colombo, 5;1513478;5033469;6;44;PORTA TICINESE - CONCHETTA;45.4537641;9.17236798;(45.4537641, 9.17236798)
151469869;"Bonifica area ""Sinergica s.r.l.""";Via Toffetti, 39;1518154;5032022;4;35;LODI - CORVETTO;45.44064141;9.23211099;(45.44064141, 9.23211099)
151469713;Bonifica area di proprietà Immobiliare Scialoia 12 s.r.l.;Via Tirso, 9;1515599;5031689;5;37;MORIVIONE;45.43770359;9.19943774;(45.43770359, 9.19943774)
151469336;Area ex Ditta Uboldi;Via Oslavia, 17/8;1519385;5036604;3;23;LAMBRATE - ORTICA;45.48184381;9.24803391;(45.48184381, 9.24803391)
151460105;ex Pirelli (Bicocca)Collina dei Ciliegi;Viale Sarca, 222;1516321;5039908;9;15;BICOCCA;45.5116638;9.20894357;(45.5116638, 9.20894357)
151460109;Stabilimento Keller;Via Litta Modignani, 8;1512927;5041204;9;81;BOVISASCA;45.52339654;9.16552167;(45.52339654, 9.16552167)
151469538;Area P.I.I. Garibaldi - PII Isola Lunetta (ex T.I.B.B);N/D;1514902;5036989;9;11;ISOLA;45.48541863;9.1906854;(45.48541863, 9.1906854)
151469401;Ditta Arturo Lorenzi Srl;Via Bazzi, 12;1514708;5032370;5;37;MORIVIONE;45.44384637;9.18805883;(45.44384637, 9.18805883)
1514610191;Area ex Ommi 1955 Srl;Viale Famagosta , 10;1512306;5031478;6;46;BARONA;45.43586636;9.15733233;(45.43586636, 9.15733233)
1514610165;Bonifica area di Via Tortona;Via Tortona, 26;1513015;5033324;6;50;PORTA GENOVA;45.45247306;9.16643804;(45.45247306, 9.16643804)
151469828;Area di Via Valsolda;Via Valsolda, 9;1513400;5032158;6;45;MONCUCCO - SAN CRISTOFORO;45.44196944;9.17133603;(45.44196944, 9.17133603)
151469268;Area dismessa ex Montecatini (Immobiliare Lombarda);Via Girardengo/Via Senigallia;1513392;5042351;9;83;BRUZZANO;45.53371119;9.17150758;(45.53371119, 9.17150758)
151469215;Area di via Prinetti, 38;Via Prinetti, 38;1518044;5038368;2;19;PADOVA - TURRO - CRESCENZAGO;45.49776015;9.23094143;(45.49776015, 9.23094143)
151469576;Area Ditta C.R.R.F. s.r.l.;Via Cosenz, 64;1512573;5039311;9;77;BOVISA;45.50636281;9.16093924;(45.50636281, 9.16093924)
151469969;Bonifica area Ditta Imballaggi Lancini s.r.l.;Via S. Dionigi, 95;1517748;5030730;5;85;PARCO DELLE ABBAZIE;45.42901934;9.22687492;(45.42901934, 9.22687492)
151469605;Bonifica area di proprietà della Soc. Giardini Benaco s.r.l.;Via Valtellina, 32;1514297;5037722;9;11;ISOLA;45.49203189;9.18296726;(45.49203189, 9.18296726)
1514610166;Area di Via Meucci;Via Meucci, 24;1519162;5039605;2;17;ADRIANO;45.50886142;9.24529546;(45.50886142, 9.24529546)
1514610406;BONIFICA AREA IMMOBILIARE ARETUSA s.r.l.;Via Rembrandt 25 angolo Viale Aretusa;1510690;5034873;7;52;BANDE NERE;45.46645405;9.13674152;(45.46645405, 9.13674152)
150020045;BONIFICA AREA ALZAIA NAVIGLIO GRANDE - FOGLIO 514, MAPPALE 239, SUB. 701;Alzaia Naviglio Grande, 156;1511779;5032622;6;45;MONCUCCO - SAN CRISTOFORO;45.4461757;9.15062281;(45.4461757, 9.15062281)
151469703;Area ex Deposito di Proprietà ATM;Via Anassagora, Tremelloni;1518044;5040525;2;16;GORLA - PRECOTTO;45.51717422;9.23102371;(45.51717422, 9.23102371)
151469894;Area di Via Giacinto Bruzzesi angolo Via Giambellino;Via Giacinto Bruzzesi, 36 angolo Via Giambellino;1511453;5032902;6;49;GIAMBELLINO;45.44870052;9.14645251;(45.44870052, 9.14645251)
151469657;PV API n. 40976 - AdS Cantalupa EST;Via del Mare, 35;1512446;5029761;5;47;CANTALUPA;45.42041125;9.15907468;(45.42041125, 9.15907468)
151460015;Cascina Rossa (ex Distillerie Lombarde di catrame);Via Cosenz, 54;1512692;5039412;9;77;BOVISA;45.50727751;9.16246726;(45.50727751, 9.16246726)
151460067;SINT E DER;Via Selvanesco, 60;1514333;5029184;5;85;PARCO DELLE ABBAZIE;45.41517926;9.18317221;(45.41517926, 9.18317221)
151469078;Ex area industriale S.A.I.;Viale Ortles, 36;1516057;5031697;5;36;SCALO ROMANA;45.43776666;9.20528847;(45.43776666, 9.20528847)
151469050;Ambrogio Moro;Via Binda, 14;1512097;5032233;6;45;MONCUCCO - SAN CRISTOFORO;45.44266407;9.15467131;(45.44266407, 9.15467131)
151469149;Immobiliare Effepiuno Srl;Via Fantoli, 6;1519832;5033143;4;30;TALIEDO - MORSENCHIO - Q.RE FORLANINI;45.45068539;9.25360855;(45.45068539, 9.25360855)
1514610020;Bonifica area Parrocchia S.Maria Liberatrice;Via Cuore Immacolato di Maria/Solaroli, 5;1515470;5031463;5;38;VIGENTINO - Q.RE FATIMA;45.43566762;9.19777102;(45.43566762, 9.19777102)
151460074;Masciadri Arson SiSi;Via Vezza d'Oglio, 8;1515992;5031978;5;36;SCALO ROMANA;45.44029161;9.20447268;(45.44029161, 9.20447268)
1514610319;BONIFICA P.V. Q8 N. 1270;Via Console Marcello, 41;1511229;5038743;8;71;VILLAPIZZONE - CAGNOLA - BOLDINASCO;45.50127739;9.14371874;(45.50127739, 9.14371874)
151460004;Ditta ex Cromotecnica Ambrosiana (ora SARES);Via Savona, 104/a;1511743;5032995;6;49;GIAMBELLINO;45.44952952;9.1501697;(45.44952952, 9.1501697)
151469647;Area Via F.lli Bressan;Via F.lli Bressan, 20;1517301;5039727;2;16;GORLA - PRECOTTO;45.51001271;9.22148271;(45.51001271, 9.22148271)
151469937;Ex Trafilerie Colombo mappale n. 420 foglio catastale n. 321;Via dei Canzi, 18;1518996;5036270;3;23;LAMBRATE - ORTICA;45.47885237;9.24304288;(45.47885237, 9.24304288)
151469762;Bonifica P.V. carburanti Automobile Club Milano 2188;Viale Regina Margherita/P.zza Cinque giornate;1516202;5034242;1;4;GUASTALLA;45.46067024;9.20722119;(45.46067024, 9.20722119)
1514610010;area ex RODENSTOCK;Via Monviso, 41;1513402;5037076;8;69;SARPI;45.48623853;9.17149803;(45.48623853, 9.17149803)
151469898;Area ex Concessionaria Renault proprietà SGR3 Certosa Srl;Via Certosa, 144;1510870;5038165;8;71;VILLAPIZZONE - CAGNOLA - BOLDINASCO;45.49607927;9.13911349;(45.49607927, 9.13911349)
1514610298;Area Sandvik Italia Spa;Via Varesina, 204;1510772;5039148;8;71;VILLAPIZZONE - CAGNOLA - BOLDINASCO;45.50493346;9.13788865;(45.50493346, 9.13788865)
151469746;Bonifica area di proprietà Soc. Damuso s.r.l.;Via Adelaide Bono Cairoli, 30;1517697;5038651;2;19;PADOVA - TURRO - CRESCENZAGO;45.50031959;9.22650262;(45.50031959, 9.22650262)
151469534;P.V. Esso n. 173;Via Don Minzoni, 1;1513225;5039060;9;77;BOVISA;45.50409179;9.16928222;(45.50409179, 9.16928222)
151469628;Bonifica area Parco della Vettabbia;N/D;1514609;5034696;1;1;DUOMO;45.46478419;9.18686313;(45.46478419, 9.18686313)
151469560;Area di Servizio Cascina Gobba Ovest AGIP 12194 -;Tangenziale Est Milano/Bologna;1520276;5039310;3;18;CIMIANO - ROTTOLE - Q.RE FELTRE;45.50618078;9.25954151;(45.50618078, 9.25954151)
151469395;Area di proprietà della Soc. Valente Sas;Viale Sarca, 88/90;1516088;5039496;9;13;GRECO - SEGNANO;45.50795807;9.20593679;(45.50795807, 9.20593679)
1514610270;BONIFICA AREA NUOVA SCUOLA QUARTIERE ADRIANO (ATTUALE CAMPO DA CALCIO);Via Adriano, 60;1519223;5040201;2;17;ADRIANO;45.51422852;9.24610032;(45.51422852, 9.24610032)
151469495;Area Giroma (ex Gamma);Via M. Colonna, 14;1511825;5035051;7;58;DE ANGELI - MONTE ROSA;45.46803416;9.15126188;(45.46803416, 9.15126188)
151469198;Area Litta Modignani;Via Litta Modignani, 98/100;1511945;5041091;9;82;COMASINA;45.52239519;9.15294123;(45.52239519, 9.15294123)
151469091;AREA CIMITERO MAGGIORE;Piazzale Cimitero Maggiore;1509551;5038915;8;72;MAGGIORE - MUSOCCO - CERTOSA;45.50285386;9.12225015;(45.50285386, 9.12225015)
151469372;Ex P.V. Q8 n. 1176;Via S. Rita da Cascia, 41;1511972;5031807;6;45;MONCUCCO - SAN CRISTOFORO;45.43883573;9.15305986;(45.43883573, 9.15305986)
151469198;Area Litta Modignani;Via Litta Modignani, 98/100;1513835;5041247;9;83;BRUZZANO;45.52376536;9.17715629;(45.52376536, 9.17715629)
151469367;Area industriale dismessa di proprietà dell'Immobiliare Lombarda Spa;Via Stephenson, 77/80/82;1509594;5039821;8;75;STEPHENSON;45.51100768;9.12281778;(45.51100768, 9.12281778)
151469910;Area di Via Tagiura;Via Tagiura, 9;1511738;5033819;6;52;BANDE NERE;45.45694492;9.15012593;(45.45694492, 9.15012593)
151469321;Area industriale dismessa di prop.della Soc. Mola Srl;Via Mola, 7;1511277;5038285;8;71;VILLAPIZZONE - CAGNOLA - BOLDINASCO;45.49715156;9.14432495;(45.49715156, 9.14432495)
151469993;Area Progetto Tobagi Srl;Via Olgiati, 25 - Via Walter Tobagi, 4/1;1511548;5031949;6;48;RONCHETTO SUL NAVIGLIO - Q.RE LODOVICO IL MORO;45.44012015;9.14765257;(45.44012015, 9.14765257)
151469608;"Bonifica stabile ""Palazzo Reale""";Piazza Reale , 12;1514954;5034468;1;1;DUOMO;45.46272487;9.19127671;(45.46272487, 9.19127671)
151469712;Bonifica area di proprietà Immobiliare Alfeo s.r.l.;Via dei Pellegrini, 9;1515526;5033284;1;5;PORTA VIGENTINA - PORTA LODOVICA;45.45205708;9.1985513;(45.45205708, 9.1985513)
151469135;Area di Via Saccardo;Via Saccardo, 47;1519077;5036578;3;23;LAMBRATE - ORTICA;45.48162025;9.2440845;(45.48162025, 9.2440845)
1514610066;Bonifica area di Via Gorizia (Cacciatori Due s.r.l.);Via Gorizia, 8;1513577;5033431;6;44;PORTA TICINESE - CONCHETTA;45.45342696;9.17363147;(45.45342696, 9.17363147)
151469883;Bonifica area ex Tiro a segno nazionale;Piazzale Accursio;1511242;5037665;8;71;VILLAPIZZONE - CAGNOLA - BOLDINASCO;45.49157806;9.14386214;(45.49157806, 9.14386214)
151469515;Area ex Oerlicon;Via Scarsellini, 14;1513514;5039842;9;80;AFFORI;45.51113194;9.17300537;(45.51113194, 9.17300537)
151469307;Condominio Via Meda;Via Meda, 34;1513991;5032073;5;43;TIBALDI;45.44119212;9.17888822;(45.44119212, 9.17888822)
151469571;Area Ditta Ceribel Cartaria Sas di Ciribelli & C.;Via Privata Pienza , 11/13;1513680;5029764;5;41;GRATOSOGLIO - Q.RE MISSAGLIA - Q.RE TERRAZZE;45.42041195;9.17484527;(45.42041195, 9.17484527)
151469980;Area area artigianale dismessa;Via Lomellina, 28;1518054;5034589;4;25;CORSICA;45.4637444;9.23092459;(45.4637444, 9.23092459)
151469241;Area ex Ditta AIMM;Via Sesia, 5;1517855;5038390;2;19;PADOVA - TURRO - CRESCENZAGO;45.49796309;9.22852136;(45.49796309, 9.22852136)
151469919;PV TOTALERG SPA NI007763 EX MI454;Via Lorenzini, 5;1515834;5032311;5;36;SCALO ROMANA;45.44329449;9.20245676;(45.44329449, 9.20245676)
151469547;Area di proprietà della Sig.ra Colombo;Via Calizzano, 23;1512335;5041806;9;82;COMASINA;45.52882413;9.15796205;(45.52882413, 9.15796205)
151469289;Area Residenza Sui Navigli - Cooperativa Edilizia Porta Ticinese Magolfa srl;Via Magolfa, 5;1513852;5033030;6;44;PORTA TICINESE - CONCHETTA;45.4498109;9.17713928;(45.4498109, 9.17713928)
1514610022;misurata 12;Via misurata, 12;1511805;5033831;6;52;BANDE NERE;45.4570563;9.15097489;(45.4570563, 9.15097489)
151469764;Area Serbatoio interrato c/o condominio;Via Stelvio, 58;1514388;5037992;9;11;ISOLA;45.49446217;9.18413148;(45.49446217, 9.18413148)
151469388;ex PV Erg 192 ora Total Erg 8263;Via S. Rita da Cascia, 60;1511968;5031705;6;48;RONCHETTO SUL NAVIGLIO - Q.RE LODOVICO IL MORO;45.43791825;9.15301266;(45.43791825, 9.15301266)
151469383;Ditta Arturo Lorenzi Srl;Via Bazzi, 12;1514675;5032346;5;43;TIBALDI;45.44363078;9.18764092;(45.44363078, 9.18764092)
1514610142;Scuola area via Meleri;Via Meleri , 14;1519373;5033990;4;30;TALIEDO - MORSENCHIO - Q.RE FORLANINI;45.4583178;9.24777352;(45.4583178, 9.24777352)
151469899;Area di proprietà Derilca Srl;Via Brera, 19;1514668;5035388;1;2;BRERA;45.47101906;9.18763678;(45.47101906, 9.18763678)
151469518;Ex P.V. ESSO n. 2132;Via Washington;1512145;5034174;7;51;PORTA MAGENTA;45.46013441;9.15533165;(45.46013441, 9.15533165)
151469529;PV Total Italia n. 2058;Via Tabacchi, 32;1514384;5032707;5;6;PORTA TICINESE - CONCA DEL NAVIGLIO;45.44689367;9.18393157;(45.44689367, 9.18393157)
151469082;Area Commerciale Petroli;Via Chioggia, 12;1517118;5038564;2;19;PADOVA - TURRO - CRESCENZAGO;45.49954775;9.21909618;(45.49954775, 9.21909618)
1514610240;Area proprietà Immobiliare Quaranta srl;Via Bernardo Quaranta , 12;1515857;5031379;5;38;VIGENTINO - Q.RE FATIMA;45.43490293;9.20272312;(45.43490293, 9.20272312)
1514610342;Bonifica serbatoio presso ex ATA Hotel (proprietà Antirion SGR Spa);Via Trivulzio, 6 - 8;1511537;5034802;7;51;PORTA MAGENTA;45.46580254;9.14756978;(45.46580254, 9.14756978)
151469253;Area artigianale dismessa;Via Bruni, 23;1513641;5038669;9;79;DERGANO;45.50056428;9.17459869;(45.50056428, 9.17459869)
151469174;Area Condominio;Piazzale Cuoco, 4;1517617;5033089;4;29;ORTOMERCATO;45.45025906;9.22528734;(45.45025906, 9.22528734)
1514610257;BONIFICA AREA FOGLIO 437 MAPPALE 143;Corso Porta Romana, 10;1514847;5034022;1;1;DUOMO;45.4587176;9.18988577;(45.4587176, 9.18988577)
151469728;Bonifica area Condominio;Via Giuriati, 11;1517434;5034500;4;26;XXII MARZO;45.462963;9.22299678;(45.462963, 9.22299678)
151469252;Area ex Unicredit;Via Bianca di Savoia, 20;1514910;5033271;1;5;PORTA VIGENTINA - PORTA LODOVICA;45.45195541;9.19067777;(45.45195541, 9.19067777)
151469080;Ex PV ERG n. 156;Piazzale Brescia;1511277;5035404;7;57;SAN SIRO;45.47122717;9.14426552;(45.47122717, 9.14426552)
151469711;Bonifica area Piazzale Bonomelli;Piazzale Bonomelli;1516797;5031915;4;35;LODI - CORVETTO;45.43971025;9.21476151;(45.43971025, 9.21476151)
151469643;Bonifica area di proprietà Iniziative Cialdini s.r.l.;Via Cialdini, 93/99;1513221;5040062;9;80;AFFORI;45.51311082;9.16925135;(45.51311082, 9.16925135)
